housing_median_age,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,location_cluster,normalized_rooms_per_household,normalized_population_per_household,adjusted_median_income,capped_value_flag,bedroom_to_room_ratio_scaled
29.0,198800.0,True,False,False,False,1,1.6301888565391394,1.3239040685206092,1.82573272961844,0,0.20770075778560027
11.0,89800.0,False,False,False,True,1,1.5809098288195622,1.3823804617987543,1.2200819644597654,0,0.24477034535329065
37.0,99600.0,True,False,False,False,1,1.628978193037623,1.7443897005015072,1.3810865287881133,0,0.24101633307969067
49.0,114000.0,True,False,False,False,1,1.6143041020852733,1.6645956813314622,1.5612494995995996,0,0.2103345930216286
47.0,500000.0,True,False,False,False,1,1.9225297004112496,1.2263672257295446,2.5523910358720507,1,0.14729020879595026
16.0,132300.0,False,True,False,False,0,2.005333569526114,1.795613038544045,1.6853189609091805,0,0.17124947589326894
52.0,330600.0,True,False,False,False,0,2.0064925420336683,1.2368436742778768,2.2102940980783528,0,0.14844692338097024
17.0,139700.0,True,False,False,False,1,1.7216072563898501,1.3120395784249081,2.0644369692485163,0,0.20206715923950364
24.0,186800.0,False,False,False,True,3,1.7414277601256338,1.3515000661123753,1.8810901094843915,0,0.2015155061736692
20.0,98500.0,True,False,False,False,1,1.6514170174395983,1.3665134963725416,1.5414927829866736,0,0.23326514721579542
25.0,266100.0,True,False,False,False,1,1.83949540875002,1.3312749855286914,2.2516438439504594,0,0.1672407737330634
18.0,214000.0,True,False,False,False,1,1.6009712579062405,1.298857089745629,2.01809315939577,0,0.24120432135061087
32.0,184200.0,False,False,True,False,0,1.8569399075803505,1.3514476297897224,1.9764361866754008,0,0.16549295643119283
14.0,368700.0,True,False,False,False,1,2.2100204668510903,1.5396746248843896,2.823809483658556,0,0.12120902121438216
9.0,441000.0,True,False,False,False,0,2.0463288968023607,1.5574030533110461,2.944061820003106,0,0.13561907605500656
34.0,187200.0,True,False,False,False,1,1.7393690820261314,1.8713500531260392,1.6835082417380676,0,0.20215246841724666
30.0,203700.0,True,False,False,False,1,1.8136421804775626,1.4285312833611716,2.021509337104333,0,0.17655785207720456
25.0,98400.0,False,True,False,False,0,1.744208994341501,1.550886521667568,1.6044313634431357,0,0.1884332652636766
15.0,60200.0,False,True,False,False,4,1.894519203185824,1.6723517378446697,1.6044625268294677,0,0.1683353148192147
15.0,111600.0,False,True,False,False,2,1.624734577809574,0.9815515354555503,1.654932022773141,0,0.22125140316217184
16.0,302400.0,True,False,False,False,1,2.161366759183442,1.5120506490304895,2.7160449186270834,0,0.13554549199622387
40.0,75000.0,False,True,False,False,4,1.7879336515762996,1.343617547755751,1.477768588108436,0,0.18960608920858366
45.0,180500.0,True,False,False,False,1,1.680916086682212,1.4703999419113525,1.5688212135230706,0,0.20604472243745833
25.0,185900.0,False,False,False,True,1,1.6373220839313596,1.2150566616396443,1.745078794782631,0,0.2416603129308334
48.0,122500.0,False,False,True,False,0,1.7824843234085153,1.671056723468337,1.4274102423620199,0,0.20984800883296512
41.0,452600.0,False,False,True,False,0,2.0774554437082067,1.2685113254635072,2.8853422673922067,0,0.1367931128813568
27.0,165000.0,False,True,False,False,1,2.004780012910816,1.4765229792968901,2.278793540450736,0,0.14901835099933522
50.0,233700.0,False,False,False,True,0,1.798149267326826,1.61987278972668,2.1311264626952573,0,0.1793098552241163
40.0,162500.0,False,True,False,False,1,2.0614230361771577,1.455287232606842,1.808535318980528,0,0.13613217432458
5.0,108800.0,False,False,False,True,1,1.5631855090306834,1.5780366645169184,1.1993331480451959,0,0.2559233653795376
52.0,500000.0,True,False,False,False,1,1.7610644007654517,1.3437347467010947,2.395683618510591,1,0.22334698941886824
36.0,96200.0,False,True,False,False,1,1.7326383462202577,1.6116576691724134,1.5767371372552876,0,0.2236207643989044
34.0,219800.0,True,False,False,False,1,1.8872732320949723,1.3630704343199738,1.980984603675657,0,0.1683296832531607
27.0,166100.0,False,True,False,False,2,1.7468341096793896,1.0626471399745945,1.2914333122542565,0,0.19722241618323516
27.0,162900.0,True,False,False,False,0,1.7536534704180082,1.8713500531260392,2.0615528128088303,0,0.19012015556762887
38.0,349300.0,True,False,False,False,1,1.665946104769448,1.2260311928235552,1.7919821427681695,0,0.24946639306876067
26.0,185000.0,True,False,False,False,3,1.9118261322755767,1.4359659709171284,2.306707610426601,0,0.1470900211775842
52.0,170000.0,True,False,False,False,1,1.4170660197866443,1.2455944790167555,1.8540496217739157,0,0.289680075114454
35.0,184900.0,True,False,False,False,1,1.7921478941698195,1.3525133712624275,1.9445565047074358,0,0.18263216403360044
27.0,105800.0,False,False,True,False,0,1.431484161364145,1.1631508098056809,0.9842255838983256,0,0.25852899358058146
27.0,85500.0,False,True,False,False,2,1.9943176909265061,1.305487302725047,1.5245655118754327,0,0.15492079923382254
31.0,303800.0,False,False,False,True,1,1.6933375546273084,1.1246012773633847,2.135556133656992,0,0.21276593089464885
18.0,235900.0,True,False,False,False,0,1.6199625385245786,1.1431135133386197,1.6185796242384864,0,0.24257459255297703
35.0,177200.0,True,False,False,False,1,1.8356536627852802,1.5225536729438471,2.140864311440592,0,0.170976757106964
45.0,190700.0,True,False,False,False,1,1.7665915975211284,1.283610571722629,1.9137659209004638,0,0.1851806363128315
18.0,84700.0,False,True,False,False,2,1.84522328121769,1.1388610530207621,1.3664552682030977,0,0.1987627180725948
21.0,112800.0,True,False,False,False,0,1.5298772688425024,1.4178661569957045,1.4834756486036431,0,0.24596868632332908
33.0,183400.0,True,False,False,False,1,1.622683139184121,1.2574127292229218,1.7114905784140326,0,0.24228256091191266
31.0,150900.0,True,False,False,False,1,1.686913224602391,1.7151108792739718,1.758095560542714,0,0.213316241284837
44.0,181300.0,True,False,False,False,1,1.691195485287417,1.0227865055196244,1.4011067054296757,0,0.20333359126887235
48.0,94900.0,False,True,False,False,1,1.7113054927845843,1.1907275775759152,1.4548883118645224,0,0.21279285025832262
39.0,176600.0,True,False,False,False,1,1.4976465064459838,1.712584440567741,1.4553693689232299,0,0.2696887492056859
35.0,154700.0,True,False,False,False,1,1.4574706395877857,1.683662973751354,1.788267317824715,0,0.25400566269686786
52.0,405400.0,False,False,True,False,0,2.083792527514162,1.2206927095370392,1.8322390673708493,0,0.1300128129828171
32.0,136100.0,True,False,False,False,1,1.7193689728077985,1.5400459190101006,1.621480804696744,0,0.21383204076214057
16.0,375000.0,True,False,False,False,1,1.6057919024289282,0.9435421530938397,1.8364367672206958,0,0.25221417572022553
21.0,108700.0,False,True,False,False,2,1.8256610209037363,1.2451207645223845,1.5356757470247422,0,0.21867845006847342
16.0,129400.0,False,True,False,False,1,1.8655899614026994,1.1070511573139743,1.6007810593582121,0,0.1841308103244489
26.0,226500.0,True,False,False,False,1,1.7010480737864606,1.3998736192462715,2.03100960115899,0,0.21029540883636075
45.0,139400.0,False,False,True,False,0,1.697819658056461,1.441693140509679,1.5545738966031817,0,0.22474982557652046
48.0,134200.0,True,False,False,False,1,1.974574975155293,1.2827985967291262,1.8763794925334267,0,0.17143099431958023
31.0,151200.0,True,False,False,False,1,1.48497154747212,1.5607151996154072,1.5729272074701994,0,0.26634493506364965
18.0,100300.0,False,True,False,False,2,1.8341070170571472,1.4163718163571686,2.0155644370746373,0,0.15746262655160498
52.0,500000.0,True,False,False,False,1,1.9657389547046145,1.370990942980004,2.677106647109898,1,0.12166522468276993
38.0,91700.0,False,False,True,False,0,1.807880552368317,1.4219578451578985,1.25,0,0.22631312607548879
52.0,490400.0,True,False,False,False,1,2.094945728215801,1.3840051575257561,2.422643184622944,0,0.14030132173000673
7.0,191000.0,True,False,False,False,0,1.7692057301309165,1.24367246107566,1.77938191516043,0,0.06168231794352081
52.0,333000.0,False,False,True,False,0,2.210848766275763,1.2039728043259361,2.3003260638439933,0,0.1261906856539279
21.0,83100.0,False,True,False,False,2,1.9224044185268463,1.3623447976428569,1.6275134408047143,0,0.18058755254466693
38.0,178600.0,True,False,False,False,1,1.5304159254779495,1.549854415126076,1.6032155188869648,0,0.2257130300421177
10.0,239600.0,False,True,False,False,2,2.1405959648331665,1.416610915787527,2.6161039734689444,0,0.12438605980233093
33.0,150300.0,True,False,False,False,1,1.9090735716988232,1.2326709684126795,2.1368668652960108,0,0.1646367294284442
17.0,130200.0,False,True,False,False,2,1.6236011746528318,1.1440971432430358,1.4007141035914503,0,0.23300900239214759
37.0,175800.0,True,False,False,False,1,1.691806601595189,1.3522216644840106,2.1905250512148906,0,0.1837211371483779
37.0,64400.0,False,True,False,False,4,1.5497361600971433,1.7402667929237838,1.3869390758068647,0,0.23864302585886393
24.0,278400.0,True,False,False,False,1,2.1012728033370704,1.3150554571835888,2.534521651120779,0,0.1411906535406279
35.0,384700.0,True,False,False,False,1,1.8193647353199438,1.06891352752336,1.9507947098554477,0,0.1904128109407944
33.0,201600.0,True,False,False,False,1,1.7939552980372893,1.2403532952796554,2.0761262004030487,0,0.17588295103937368
16.0,191100.0,True,False,False,False,0,1.9636097261547143,1.260310174130751,2.126522983651952,0,0.17331388601167289
36.0,197000.0,True,False,False,False,1,1.9273567411595656,1.461517782357478,2.096353977743263,0,0.1642081719303125
31.0,250000.0,False,False,False,True,3,1.5746695842458,1.4251042825267255,1.6130406070524077,0,0.22419286935382748
11.0,93600.0,False,True,False,False,3,1.8037041884070415,1.2645380495121468,1.8661993462650233,0,0.18799130975690356
36.0,203300.0,True,False,False,False,1,1.3143386508158725,1.2062348446975821,1.3891364223862248,0,0.33189585650619197
18.0,137500.0,False,True,False,False,4,2.432384432603609,1.1462403376573644,2.0207176942858696,0,0.21763155940669396
15.0,124200.0,False,True,False,False,1,2.1391118131772964,1.5686159179138452,1.9082714691573628,0,0.16399691322061655
27.0,500000.0,True,False,False,False,1,2.139291870000366,1.263978039315508,3.1823733281939126,1,0.12990322086926173
33.0,178700.0,True,False,False,False,1,1.602269422955488,1.5347380491710596,1.620185174601965,0,0.22439017520305987
14.0,89200.0,False,True,False,False,4,1.7578579175523736,1.297463147413275,1.6533602148352307,0,0.18578776477044087
24.0,105300.0,True,False,False,False,1,1.6058231395850575,1.7329319858859984,1.6256998492956811,0,0.22560007850467648
52.0,81300.0,False,False,True,False,0,2.0777394136093057,1.4694718675987986,1.6153637361288014,0,0.21316206126089585
45.0,325000.0,True,False,False,False,3,1.701375407759786,1.2474579162656747,1.726875791711726,0,0.18781607611159537
19.0,105100.0,False,True,False,False,1,1.868676312445898,1.4596135804214558,1.833630278982107,0,0.17806599905957304
20.0,78500.0,False,True,False,False,1,2.0379018151617854,1.3041874496128403,1.460787458872782,0,0.194075073729984
22.0,335300.0,True,False,False,False,0,1.817329044077559,1.2749205982386125,2.3418368858654524,0,0.19190429799463973
32.0,53400.0,False,True,False,False,3,1.6758285309393095,1.5482834892807695,1.4004285058509771,0,0.22528759267739792
48.0,351100.0,False,False,False,True,3,1.9110551356372307,1.2950630448903868,2.1913694348511847,0,0.16930756578980619
28.0,190700.0,False,True,False,False,0,1.9867939654667197,1.4212257790040017,2.140864311440592,0,0.1613883471274888
19.0,110000.0,True,False,False,False,1,1.9613187744081584,1.4539276130908025,1.6783920876839238,0,0.17390844831652524
34.0,319900.0,False,False,True,False,0,1.8948096257526972,1.2207542812879395,2.2134362425875294,0,0.15518721788326686
28.0,78300.0,False,False,False,True,2,1.7225478032976096,1.2068782272735128,1.3052969010918551,0,0.20926142515011253
49.0,282600.0,True,False,False,False,1,1.7865122321632958,1.2986240055232179,2.0138520303140446,0,0.18982855415044747
36.0,103000.0,False,True,False,False,2,1.88419902987842,1.490978972730356,1.7365483005087996,0,0.17503112353127537
35.0,161300.0,True,False,False,False,1,1.7574347266869803,1.401515355130246,2.0509022404785657,0,0.17869178874337593
29.0,160100.0,True,False,False,False,0,1.710122564808306,1.7233187280578812,1.6601807130550579,0,0.206678732822066
40.0,273700.0,False,False,True,False,0,1.9671742398087548,1.2083878225350528,2.3528068344001385,0,0.146516267424575
50.0,206300.0,False,False,False,True,3,1.7047480922384253,1.2260947214132067,1.7820493820318224,0,0.21586566967722293
41.0,303800.0,True,False,False,False,1,1.4591355397582024,1.130438720279787,1.7886307612249097,0,0.27917138278387227
37.0,55400.0,False,True,False,False,3,1.791759469228055,1.4366974288647874,1.2933676971379795,0,0.200239169394363
41.0,309900.0,True,False,False,False,1,1.7125100975739145,1.3396173472901545,2.3612708442700936,0,0.19776371667084194
33.0,182600.0,False,True,False,False,2,1.5857295351893508,1.1325515683625087,1.3157127346043285,0,0.23528352570091712
40.0,98900.0,True,False,False,False,1,1.6524222732366856,1.3256697393034558,1.341118935814419,0,0.20438127485868682
52.0,136200.0,False,True,False,False,1,1.9811970041450295,1.2234417831732662,2.0778835386036434,0,0.15462574947708377
23.0,96600.0,False,True,False,False,2,1.961299388458125,1.4553664687702685,1.9563230817019974,0,0.15350187684595762
33.0,243800.0,True,False,False,False,1,1.3996527115185304,0.9658364684255849,1.421442928857856,0,0.29106934101422643
31.0,202000.0,True,False,False,False,1,1.9008593823109776,1.2935026212147616,2.1001666600534348,0,0.17299550361276483
13.0,500000.0,True,False,False,False,0,2.2350669305193795,1.3426561918598867,2.638465463105401,1,0.12778056483510894
26.0,430000.0,False,False,False,True,0,2.0770231608155543,1.2423570473342513,2.3728674636397202,0,0.15602731626126756
52.0,500000.0,True,False,False,False,1,1.820788056161862,1.062031765305372,2.0054176622339797,1,0.19116383601348114
28.0,182300.0,True,False,False,False,1,1.8318626425840174,1.2862424179818295,1.975297445955925,0,0.17160990119902692
31.0,108900.0,True,False,False,False,2,1.6656551664471477,1.1580459491126962,1.2872839624573904,0,0.22426024601428488
21.0,49800.0,False,True,False,False,2,1.8099451624662304,1.2809338454620642,1.4484474446799924,0,0.19694584886048047
13.0,333300.0,True,False,False,False,1,1.5937753518711444,1.140514780322119,1.8286060264584059,0,0.2222818537167286
52.0,112500.0,False,True,False,False,0,1.4910733123530675,1.2360121580705525,1.1140466776576285,0,0.31105542363708966
37.0,72800.0,False,True,False,False,1,1.6728696265964804,1.585556180430713,1.2033287165193058,0,0.21286596855596945
19.0,110200.0,False,True,False,False,2,1.8702727348496933,1.2384702049384426,1.7624131184259837,0,0.1781579620342451
49.0,225000.0,True,False,False,False,1,1.717651497074333,1.0986122886681098,1.479019945774904,0,0.19782574332991987
30.0,94300.0,False,True,False,False,1,1.5940889290852855,1.767177225822719,1.620185174601965,0,0.2370547787548485
31.0,340400.0,False,False,True,False,0,2.130650859412847,1.2880528257481427,2.4873680869545627,0,0.12870210941253393
35.0,152500.0,True,False,False,False,1,1.1173980634070841,1.570510455897627,1.2475976915656746,0,0.4154539792577527
35.0,189600.0,True,False,False,False,1,1.7825040392538944,1.463627564523061,2.2527094797154827,0,0.167132255466411
17.0,179200.0,False,True,False,False,2,2.432384432603609,1.119555462513353,1.888570888264457,0,0.16967886461986748
33.0,74100.0,True,False,False,False,2,1.903876767348761,1.2319671120328817,1.5778466338652815,0,0.16006785685534683
19.0,68800.0,False,True,False,False,2,2.153173942647972,1.2738998188046844,1.3214764470091778,0,0.2126528657787382
50.0,327600.0,False,False,True,False,0,2.0467410803689012,1.281082776879422,2.420661066733631,0,0.14725390422131057
38.0,78600.0,False,True,False,False,3,1.9311843140102694,1.2905771217338686,2.05851888502389,0,0.14952078052857054
35.0,226900.0,True,False,False,False,1,1.704422200105836,1.23987951278918,2.04939015319192,0,0.1829853470606112
49.0,350900.0,True,False,False,False,1,1.6660537174349228,1.2784053991087057,1.6191973320136122,0,0.22086555653468726
8.0,162500.0,False,True,False,False,1,2.151762203259462,1.8713500531260392,1.2747548783981961,0,0.11778303565638346
31.0,153100.0,False,False,False,True,2,1.2723501017706729,1.8713500531260392,0.876584280032445,0,0.3373273029409463
16.0,253800.0,True,False,False,False,0,1.961374374752895,1.6116173539070326,2.147673159491453,0,0.156698451906057
10.0,81300.0,False,True,False,False,2,1.9944044989939238,1.3152127413933834,1.7559328005365125,0,0.16751499002111978
34.0,207300.0,True,False,False,False,1,1.8851877643789112,1.5858031343001036,2.3809031899680426,0,0.1668530897376114
25.0,313100.0,True,False,False,False,1,2.1848711157265575,1.4697312171515775,2.4846931400074337,0,0.12738509177582852
36.0,143800.0,True,False,False,False,1,1.541413095233784,1.4968953587226328,1.460273946901745,0,0.27443684570176025
48.0,229700.0,False,False,True,False,0,1.8313108155468545,1.1012542981309483,2.0242776489404806,0,0.18156426785204588
23.0,96000.0,False,True,False,False,3,2.004435990976517,1.1709801211715871,1.6213574559608994,0,0.19975141932731877
39.0,184600.0,True,False,False,False,1,1.6627912304079482,1.4965159240756976,1.8419826274967959,0,0.2161129459798523
35.0,171900.0,True,False,False,False,1,1.859079633327503,1.4856480137065144,2.2839001729497723,0,0.16851633322928128
16.0,73100.0,False,True,False,False,2,1.8411311978221365,1.3080497740779522,1.3919410907075054,0,0.1785302393044089
13.0,118100.0,True,False,False,False,1,1.2853230258808275,1.4265296733117896,1.3052969010918551,0,0.21819860979263925
25.0,74800.0,True,False,False,False,1,1.7234762628635532,0.8609654991158674,1.5292808767522073,0,0.21279460233192607
45.0,227600.0,True,False,False,False,1,1.8632184332102,1.2808358590820927,2.349382897698883,0,0.1705365886180769
46.0,112500.0,False,False,False,True,1,1.4213856809311607,1.717651497074333,1.7677669529663689,0,0.4054651081081644
25.0,64600.0,False,True,False,False,2,1.8761468615056025,1.290453380088158,1.6499090884045702,0,0.20454156814403407
35.0,141900.0,True,False,False,False,1,1.8561813790891837,1.7168858002528495,1.9983493188129047,0,0.1722502787513654
17.0,208200.0,False,False,False,True,3,1.7527024853604611,1.2330204897661667,1.9322784478433743,0,0.19607961151111122
4.0,141900.0,False,True,False,False,1,2.0535972397568676,1.4825371903822668,2.1973393001537107,0,0.14410146479931213
21.0,218000.0,True,False,False,False,0,1.5288892598977601,1.0709182110862725,1.5928590647009546,0,0.2580581693931983
34.0,189100.0,True,False,False,False,1,1.7725281073001675,1.577926184064941,1.8493782739072069,0,0.19656110063723167
28.0,78900.0,False,True,False,False,4,1.8987903216192383,1.3162696939455396,1.783647947325929,0,0.1717375491215244
40.0,241700.0,True,False,False,False,1,2.1183428737200205,1.4225302095739354,2.4463237725207185,0,0.14000309376459205
15.0,90300.0,False,True,False,False,4,1.6300113375441407,1.2796846260616324,1.582561215245717,0,0.25002071781547053
40.0,92500.0,False,False,False,True,1,1.5857416387762486,1.5674285043565572,1.1039927535994065,0,0.23818872712308692
36.0,190200.0,True,False,False,False,1,1.6676059174754014,1.447862230923255,1.7241809649801845,0,0.20861059695963927
26.0,131600.0,False,False,False,True,1,1.6382860667717587,1.2945600971738294,1.7383037709215268,0,0.2047399449317374
15.0,71500.0,False,True,False,False,2,1.8061659748236505,1.3319852642761407,1.6401829166285082,0,0.20329006697911148
20.0,382200.0,False,False,True,False,0,2.1320712788742746,1.3791729944039373,2.8353130338641623,0,0.1305402412537178
4.0,237500.0,True,False,False,False,1,1.9430009316359549,1.2082102252467126,2.069444369873228,0,0.171797613433646
41.0,380400.0,True,False,False,False,1,1.9082093491077303,1.1010074993940646,2.0949701668520246,0,0.18967402107351072
41.0,229100.0,False,False,False,True,3,1.8049002627891133,1.22750330173613,2.098523290316312,0,0.17185025692665923
15.0,162500.0,True,False,False,False,1,1.5283168106740201,0.9356602846438147,2.139088590965788,0,0.26212899802716344
19.0,101100.0,False,True,False,False,4,1.9943000730753158,1.3088626209870746,2.186412586864611,0,0.14550758367123834
49.0,351400.0,True,False,False,False,1,2.0543827004197697,1.2976287240342343,2.5895945628611443,0,0.14438701745141747
12.0,166700.0,True,False,False,False,1,1.601882560789651,1.3116692991361456,2.012982861327935,0,0.22069823016635043
34.0,500000.0,False,False,False,True,0,1.6628012553054974,0.9571555062280032,1.8682076972328319,1,0.2257051721582838
37.0,196600.0,False,False,True,False,0,1.8335837468101095,1.250771332704587,2.1095023109728985,0,0.17148759948053532
9.0,337500.0,False,False,False,True,3,1.9472199069373768,1.1107704931479192,2.802284782101919,0,0.1552405981912839
39.0,53100.0,False,True,False,False,4,1.8010552101015362,1.3927390665625328,1.2706691150728422,0,0.20646646919141892
8.0,355300.0,True,False,False,False,0,2.0505185022105854,1.5984124424223927,2.6964235572328024,0,0.14279855270494018
17.0,170900.0,True,False,False,False,0,1.823455200038187,1.3579297607895509,1.9831540535218135,0,0.17555371085437715
17.0,248200.0,True,False,False,False,0,1.743355828287039,1.3508808244538915,1.5754681843820268,0,0.196788355211708
35.0,55500.0,False,True,False,False,4,1.6518586283180525,1.291296632497611,1.425622670975739,0,0.21679935874283654
37.0,212100.0,True,False,False,False,1,1.8742660598817293,1.3935565571616753,2.1976123407006978,0,0.16839486698693124
8.0,123800.0,True,False,False,False,1,1.8771772203824069,1.408342498341653,1.8022485955050707,0,0.1815540970479202
40.0,114800.0,False,False,True,False,0,1.538856478262011,1.6197548794050327,1.6737682037845025,0,0.2076393647782445
35.0,350900.0,True,False,False,False,1,1.8966525859523897,1.296730877258026,2.4284151210202922,0,0.17745089514086773
25.0,500000.0,False,False,False,True,0,2.2894033562919813,1.3838111217012834,3.6594125211569137,1,0.10964661919231256
35.0,276100.0,True,False,False,False,1,1.7112416215489734,1.2964658720292122,1.9758036339677079,0,0.21354647942219931
43.0,168800.0,False,False,False,True,1,1.5781284747815438,1.2136036973868973,1.4327944723511465,0,0.278083497059982
30.0,160800.0,False,True,False,False,1,1.738289962122822,1.6720111528867179,1.8554514275507188,0,0.20556629414539854
47.0,229600.0,False,False,True,False,0,1.869601955991989,1.5559701587135573,1.8114358945322906,0,0.2072776095378923
47.0,56700.0,False,True,False,False,2,1.8223803551843836,1.4697754675964596,1.126010657143173,0,0.2009322701432136
33.0,261400.0,True,False,False,False,0,1.631174474641658,1.2654213653672914,1.8761396536505484,0,0.21622310846963597
23.0,350000.0,False,False,True,False,0,1.7227665977411035,1.3737155789130306,2.130140840414079,0,0.21440987134545517
36.0,234900.0,True,False,False,False,1,1.6717537164974197,1.3296582223218447,1.7984437717093076,0,0.21546929654427158
29.0,301700.0,True,False,False,False,1,2.0435433535354224,1.3851050646467067,2.5280624992274223,0,0.14327382545442582
35.0,69900.0,False,True,False,False,3,1.7324674936655964,1.461307720388425,1.51594854793954,0,0.1825809938170728
48.0,107500.0,True,False,False,False,1,1.5260563034950492,1.6880810397532136,1.541103500742244,0,0.22314355131420976
42.0,153900.0,True,False,False,False,1,1.6432512767998784,1.500543824194963,1.7922332437492616,0,0.21537726363172427
49.0,169300.0,False,False,True,False,0,1.6471235313324901,1.1620423670540971,1.5886472232689044,0,0.2342166198122946
44.0,179100.0,True,False,False,False,1,1.846609010115778,1.4254793287100862,1.8101933598375617,0,0.17287597318627113
16.0,140200.0,False,True,False,False,2,1.8595144614564605,1.2832221759800766,2.1228754084966925,0,0.17122945607364684
35.0,318600.0,False,False,False,True,0,1.8303772012834365,1.290066329025337,2.1343851573696817,0,0.19479995434498137
29.0,189200.0,True,False,False,False,1,1.573820276821207,1.5776298052378748,1.6309506430300091,0,0.2402330884210199
4.0,294200.0,False,False,False,True,1,2.260478703691679,1.4189312904329132,2.546958971008367,0,0.13166707307884362
43.0,287100.0,True,False,False,False,1,1.803459207428102,1.158488239340793,2.034084560680799,0,0.18751442359495693
33.0,170600.0,True,False,False,False,1,1.5339303599259553,1.7443053106013653,1.5288884851420654,0,0.24869662573882723
37.0,342700.0,False,False,False,True,0,1.8166787914529376,1.2256485298049764,2.0787977294580635,0,0.17514193926486513
36.0,190600.0,True,False,False,False,1,2.0052707219001626,1.3797369605737315,2.1200943375236867,0,0.14898082814073646
30.0,185200.0,True,False,False,False,1,1.742698265620726,1.8224490024892683,1.8854972818861342,0,0.18767427460195946
16.0,327500.0,False,True,False,False,0,2.1339198626475766,1.479076094570857,2.7127108213003464,0,0.1214540927509202
34.0,161200.0,True,False,False,False,1,1.8022597038619212,1.6499398557434304,1.827812900709479,0,0.18243127208289017
13.0,134000.0,False,True,False,False,2,1.823933826255911,1.17466465186802,1.4483784035948617,0,0.16717508899930256
48.0,161600.0,True,False,False,False,1,1.7670232256684146,1.3731189399613262,1.794881611694766,0,0.17745536714278173
38.0,225000.0,True,False,False,False,1,1.2188614168196867,1.591952598093081,1.5313392831113555,0,0.3324682272678307
38.0,291500.0,True,False,False,False,1,1.9668533229005565,1.3002008364204898,2.301347431397528,0,0.15211449774697947
19.0,269500.0,True,False,False,False,1,1.9693520827039694,1.3697840993529897,2.451040595339049,0,0.15082783043384082
43.0,73900.0,False,True,False,False,4,1.7462970951512977,1.412611669437264,1.5545738966031817,0,0.2055244538736185
25.0,267200.0,True,False,False,False,0,1.9066971267011446,1.406611462970822,2.2685017081765664,0,0.1560277334051294
33.0,178700.0,False,False,False,True,1,1.9849506982589136,1.328834551816676,2.0542638584174138,0,0.15284434391320284
40.0,500000.0,True,False,False,False,1,1.624304823774434,0.9686407364692291,2.292007853389687,1,0.24262816302494575
30.0,330500.0,True,False,False,False,0,1.8734034582685652,1.4200917407031812,2.5242028444639706,0,0.16098656510064763
41.0,212500.0,False,False,False,True,0,1.8177349556313156,1.5214691394881434,1.4916433890176297,0,0.18571714579509285
16.0,289600.0,True,False,False,False,0,2.1215741523772116,1.6100934352369907,2.453528071981244,0,0.12568821516349674
36.0,241500.0,False,False,True,False,0,1.9916306443597889,1.3121863889661687,2.231613765865411,0,0.1542002990001169
52.0,228700.0,False,True,False,False,2,2.11258193418214,1.227179690228917,2.6652392012725614,0,0.13412929996669964
26.0,137500.0,False,True,False,False,2,1.8199303461947514,1.3067417294179369,1.6484538210092512,0,0.18004402205315564
27.0,155100.0,False,True,False,False,0,1.9908245983832964,1.2443240998495033,2.306078923194087,0,0.13554549199622387
25.0,191700.0,True,False,False,False,1,1.782045777040416,1.4056066721522633,2.065889638872319,0,0.19031595629532777
32.0,200300.0,True,False,False,False,1,1.880947762031484,1.5476123355677136,1.9707105317625926,0,0.17357802344351936
34.0,500000.0,True,False,False,False,1,2.1059415150812866,1.1493086444799674,3.4080786375903944,1,0.13228992753645769
45.0,259400.0,True,False,False,False,1,1.7177266878710151,1.2845116668099483,2.098523290316312,0,0.17868012618775997
17.0,148200.0,True,False,False,False,1,1.964398325305592,0.9286339402971462,1.613939280146561,0,0.20886111202856686
22.0,173400.0,True,False,False,False,3,1.7460730648451703,1.7343949972789907,1.7576404638036758,0,0.21705547845989073
43.0,500000.0,True,False,False,False,1,2.0667778013148177,1.2931630139884762,3.2329398385989183,1,0.13194940263836505
31.0,353100.0,False,False,True,False,0,1.547280659785173,1.0841595635016295,1.8949670181826384,0,0.2407143290278999
17.0,92300.0,False,True,False,False,2,1.8254428806130014,1.2016606645675565,1.3038404810405297,0,0.19488647466335657
15.0,130500.0,False,True,False,False,2,2.432384432603609,1.1185275983690512,1.4838800490605701,0,0.1892511632315733
31.0,191100.0,True,False,False,False,1,1.556987210509938,1.8264086046412291,1.5469001260585635,0,0.2730859703641792
25.0,229400.0,True,False,False,False,1,1.8665769586173342,1.3560307034800636,2.008606482116395,0,0.16296503721540156
18.0,189700.0,False,True,False,False,0,2.0063539074291827,1.1925737919285744,1.9659857578324416,0,0.14942646266503792
5.0,103000.0,False,True,False,False,1,1.7528007304901043,1.3890199011009408,1.9472288001156925,0,0.20158560860922847
18.0,95300.0,False,True,False,False,1,1.7759687833217308,1.3877932372436266,1.5416873872481411,0,0.1979616221262428
16.0,376800.0,True,False,False,False,1,2.061877478357212,1.405746787046706,2.2756537522215456,0,0.1505000890716012
32.0,150100.0,False,False,True,False,0,1.8568987713990166,1.4213856809311607,2.100833168054998,0,0.16290014813127537
28.0,287500.0,False,True,False,False,0,1.9767873876197526,1.4044217457124473,2.1376154939558236,0,0.15330999041246504
